Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02,297.69891357421875,297.7172587362619,295.55462700412045,296.48016280134743,59151200
2020-01-03,295.4447326660156,296.57186973652915,294.2442988268179,294.2992783946291,77709700
2020-01-06,296.5718078613281,296.6542771958389,293.56610963371855,293.6852413275185,55653900
2020-01-07,295.73797607421875,296.4802282058735,295.28893898289255,296.00370133060426,40496400
2020-01-08,297.3140869140625,298.5328378108533,295.6829613419756,295.9303693680399,68296000
2020-01-09,299.3301086425781,299.4034333774434,298.29461349284884,298.88109951100057,48473300
2020-01-10,298.46875,300.07238613706346,298.0014236278169,299.91662000140076,53029300
2020-01-13,300.5213623046875,300.5305069215687,298.66114588168574,299.0918377611585,47086800
2020-01-14,300.0632019042969,301.1353314053116,299.50420569698866,300.0815191045464,62832800
2020-01-15,300.7413024902344,301.5018717974519,299.8890912511953,299.9715606002773,72056600
2020-01-16,303.24298095703125,303.24298095703125,301.8959256745201,302.1250165187214,54050300
2020-01-17,304.1869201660156,304.39766590457515,303.1789145733436,303.9578292570083,95846000
2020-01-21,303.5912170410156,304.3976213972453,303.1513804577593,303.2246772332371,77742400
2020-01-22,303.6277770996094,305.10313638265757,303.47201101725864,304.45249838050813,48914900
2020-01-23,303.97607421875,304.388448943037,301.85927695982,302.9772414486863,51963000
2020-01-24,301.27276611328125,304.71830123070856,299.980690444246,304.635831885688,87578400
2020-01-27,296.44354248046875,297.92804662680606,295.6738006255231,296.01285058916926,84062500
2020-01-28,299.5500793457031,300.4297804795818,296.53523558628365,297.873118472315,63834000
2020-01-29,299.3026428222656,301.1445424118308,299.10104173303364,300.9154515361215,53888900
2020-01-30,300.27398681640625,300.4847604901736,296.4802564449588,297.2316532660353,75491800
2020-01-31,294.8216247558594,299.80664419353747,293.905261299892,299.65085010133794,113845600
2020-02-03,297.01171875,298.88110802964894,296.18699723301154,296.3061289566686,69083000
2020-02-04,301.5385437011719,302.4091001332266,300.31062007845776,300.6313528673828,62573200
2020-02-05,305.0207824707031,305.231556171701,303.0139718620642,304.4801312883504,65951100
2020-02-06,306.04705810546875,306.23948658903026,304.9657280409619,305.9829059558844,50359700
2020-02-07,304.41595458984375,306.0562250590366,303.8661309172076,304.9840954643301,64139400
2020-02-10,306.6884460449219,306.75259818411837,303.4903472487106,303.52700960899244,42070000
2020-02-11,307.22003173828125,308.8328124597925,306.688525255074,308.0447532839123,54864500
2020-02-12,309.19940185546875,309.4101475745906,308.2921829231396,308.65872275070467,43992700
2020-02-13,308.8694152832031,309.84075815537994,307.4948703170825,307.769768124231,54501900
2020-02-14,309.3642883300781,309.48342004608406,308.0813851676903,309.28181898019517,64582200
2020-02-18,308.5670166015625,309.42840031991096,307.17412652158396,308.3654155618387,57226200
2020-02-19,310.0424499511719,310.7205500507428,309.25439069655664,309.53846116882,48814700
2020-02-20,308.7686462402344,310.31730256037446,305.77212014655726,309.4925531618124,74163400
2020-02-21,305.58892822265625,307.72404299995856,304.76417865144776,307.41248274725154,113788200
2020-02-24,295.45391845703125,305.6621928380794,294.37258832295646,296.11370126545256,161088400
2020-02-25,286.5010070800781,297.460705347923,285.6213060596482,296.8467575397239,218913200
2020-02-26,285.4471435546875,291.50429102673195,284.71406416341443,287.90299027715696,194773800
2020-02-27,272.627197265625,285.5020877495817,272.627197265625,279.9122671966034,284353500
2020-02-28,271.4818115234375,272.9754882391308,261.658395419346,264.5541069238748,384975800
2020-03-02,283.2387390136719,283.30289115857585,269.8323389882185,273.2687014842087,238703600
2020-03-03,275.12896728515625,287.59151643262715,272.6822924096113,283.614502212992,300139100
2020-03-04,286.6934814453125,286.91342770951513,277.9605380964338,280.5172001831721,176613400
2020-03-05,277.1632385253906,282.6705909596621,274.91816519813835,279.4724919610875,186366800
2020-03-06,272.5814208984375,273.7910271727866,265.9561321004398,268.6318972907637,228667200
2020-03-09,251.29429626464844,260.4212661192737,250.57953407058477,252.2747836579763,309417300
2020-03-10,264.29754638671875,264.38916035534675,250.62539203743287,260.8336938237853,276444100
2020-03-11,251.41342163085938,258.3594711071926,248.22449524374105,257.223189563754,255316300
2020-03-12,227.35891723632812,244.35746061709935,226.9648737146384,234.5890236964178,392220700
2020-03-13,246.7949981689453,248.77434647333422,227.7346366084583,241.08604410630707,329566100
2020-03-16,219.78977966308594,235.41376534127508,217.50802963275152,221.0085307501589,297240000
2020-03-17,231.6566619873047,234.7448160424353,217.24227013870095,224.54567331011896,262070500
2020-03-18,219.92723083496094,227.59718853589922,208.94920047757623,216.49086785316467,327597100
2020-03-19,220.3945770263672,226.69000368455985,212.7979298783139,219.23996406752087,289322000
2020-03-20,210.89678955078125,225.34063684981126,210.62026123073204,223.55243632028285,347158800
2020-03-23,205.5045928955078,211.7079795342504,201.18157403211723,210.33457814055313,326025200
2020-03-24,224.1239471435547,224.99962261556414,215.50557615248505,216.07705777437212,235494500
2020-03-25,227.4791259765625,236.29108520985923,220.98999933781093,225.7093641659939,299430300
2020-03-26,240.7615966796875,242.23637714950428,229.56230316059742,229.99552765925554,257632800
2020-03-27,233.59039306640625,240.40213986879422,231.40584529989485,233.45213589060913,224341200
2020-03-30,241.17637634277344,241.89534169163954,233.69175549826053,235.6919554113694,171369500
2020-03-31,237.58154296875,242.72490599332332,236.17126374188032,240.17166345646726,194881100
2020-04-01,226.88919067382812,237.49856245983253,224.8152492085653,228.57599808668647,189554600
2020-04-02,232.12481689453125,232.90829768617476,225.45132709110598,226.00438393858838,177660400
2020-04-03,228.76959228515625,233.49818374298073,226.03198818481752,231.13848720921038,135561200
2020-04-06,244.13516235351562,246.107724660131,228.75113699725847,237.66447500035494,188061200
2020-04-07,244.38404846191406,253.5093852537286,244.16283704114784,252.7535420599355,201427200
2020-04-08,252.58761596679688,254.40346793193098,244.49463720632136,246.99257642457417,153774500
2020-04-09,256.4313659667969,259.1966214094454,253.91497338731878,255.8598562130911,189999200
2020-04-13,254.090087890625,255.79533423465634,250.1726429976806,255.4542905917762,114839100
2020-04-14,261.583984375,262.6071155005401,253.9518796282053,258.99386373886557,134143400
2020-04-15,256.0258483886719,261.7222690836012,253.90580187886607,255.85071325565545,121775000
2020-04-16,257.260986328125,258.1182089286888,254.18233805357292,257.3070626758222,131798300
2020-04-17,264.2109375,264.8192689063994,260.30269091667844,263.04952128306587,146684800
2020-04-20,259.55609130859375,264.34921201872885,259.3348798735403,260.4962680372042,100109300
2020-04-21,251.67514038085938,256.28389976601466,250.73493546332134,255.0764070574748,126385700
2020-04-22,257.260986328125,259.0123094851933,255.2423472173533,256.56967233483715,92951600
2020-04-23,257.2425842285156,261.72231441957894,256.9384183882742,258.54225816883513,104709700
2020-04-24,260.828125,261.50101398459896,256.7078930598151,258.76340983468236,85063200
2020-04-27,264.5888366699219,265.71337496446637,262.34898660009674,262.8098624891784,77896600
2020-04-28,263.3721923828125,268.59851013874606,263.0679984895078,268.24823990021906,105270000
2020-04-29,270.26690673828125,271.8062450162346,267.6860122880096,268.71837006811825,118745600
2020-04-30,267.7505187988281,270.3682909831344,266.0083940965527,268.88425570382896,122901700
2020-05-01,260.6622619628906,267.9164458693108,259.49161889294606,262.98506692974644,125180000
2020-05-04,261.38116455078125,261.68533026759593,257.28858431038867,258.7725912054478,80873200
2020-05-05,263.7961730957031,266.6167316014269,261.5102183039644,264.21097269404163,79569900
2020-05-06,262.00799560546875,265.8885634952178,261.57477105747034,265.50144342317355,73632600
2020-05-07,265.1696472167969,267.1053323245546,264.66269479484157,265.2341766173054,75250400
2020-05-08,269.5570983886719,270.02720080771184,267.17896299431584,268.31272783391654,76452400
2020-05-11,269.6123962402344,270.9950239132612,267.19741107208864,267.6214090155199,79514200
2020-05-12,264.2386474609375,271.2162884383801,264.1003621628556,270.801516933047,95870800
2020-05-13,259.5653381347656,264.7179278299637,257.1318996402703,263.676343692379,144721100
2020-05-14,262.6716003417969,262.8006309608718,251.62900412320758,257.1226648696853,121977900
2020-05-15,263.879150390625,263.9252267368411,259.3256934508307,260.27509684590956,111146300
2020-05-18,271.91680908203125,273.52987489861954,269.7967909749408,270.11938163455005,119703800
2020-05-19,269.1239318847656,273.0321513534002,269.10550697148216,271.31770613996133,95189300
2020-05-20,273.6958312988281,274.5622804820352,272.44226200461213,272.6727000186642,85861700
2020-05-21,271.80621337890625,274.3779091376315,270.70932633280484,273.56676293920657,78293900
2020-05-22,272.3223571777344,272.4974922721214,270.27606703298926,271.5204376032428,63958200
2020-05-26,275.6775207519531,278.54418352711934,272.34078367877794,278.304519053477,88951400
2020-05-27,279.7793273925781,279.81620534149,273.6404569266907,278.4796539573574,104817400
2020-05-28,279.26318359375,282.8303590651287,278.5902945576111,280.8117200863485,90405200
2020-05-29,280.5075378417969,281.09744441541864,276.0370356142998,278.79306472388765,119090800
2020-06-01,281.6413269042969,282.24968663129556,279.34617330716014,279.86235220346686,55758300
2020-06-02,283.9732971191406,284.01940158934775,281.2264946134768,282.56301791606984,74267200
2020-06-03,287.7525939941406,288.7112241549407,285.6878780751664,285.96439248229876,92567600
2020-06-04,286.9967041015625,288.5083909621859,284.8951105577584,286.76626608961186,75794400
2020-06-05,294.3522033691406,296.13117751305407,292.3427912854571,292.4073206597043,150524700
2020-06-08,297.9101257324219,298.10368569041157,294.6194657984662,295.16329586209275,73641200
2020-06-09,295.6888427734375,297.9839963359164,294.37071598669127,295.2371651487596,77479200
2020-06-10,294.0389099121094,297.163662927196,293.31994442371683,296.2695622953811,95000800
2020-06-11,277.0877685546875,287.7247911841083,276.53474003136586,287.0887802526586,209243600
2020-06-12,280.4061279296875,284.8950550267736,275.23511345166304,284.1207868330946,194678900
2020-06-15,283.02392578125,284.1576908095664,273.52066540074225,274.70050677483175,135782700
2020-06-16,288.4714660644531,290.9417825291252,283.59541877833976,290.7942988499183,137627500
2020-06-17,287.27313232421875,289.7895245404374,286.53571410151767,289.494557251357,83398900
2020-06-18,287.3838195800781,287.86312046362997,285.2914527967437,285.7523287681102,80828700
2020-06-19,285.7414245605469,291.0555539951317,283.7879547845026,290.8611422057598,135549600
2020-06-22,287.5745849609375,287.972675770344,283.991711169422,285.1397044815443,74649400
2020-06-23,288.89837646484375,291.16661737693755,288.4910186826439,290.2315422514218,68471200
2020-06-24,281.52899169921875,287.47269234301496,279.68664255613027,286.85238846256306,132813500
2020-06-25,284.54718017578125,284.81567248762656,278.9275171419336,280.95503953303563,89468000
2020-06-26,277.78863525390625,283.6582819104793,277.2054000388322,283.4453359328591,127961000
2020-06-29,281.8715515136719,282.0104170904512,276.75183339130206,279.04784785660627,79773300
